#X,V0_V,dV0dT_V_K
0.8820817,3.42565256527201,-5.13702952676327e-05
0.8840819,3.42559553653636,-5.14294752473719e-05
0.886082,3.4255385078007,-5.14886552271112e-05
0.8880821,3.42548155969907,-5.15353980832626e-05
0.8900823,3.425424494533,-5.15748859506543e-05
0.8920824,3.42536742936694,-5.1614373818046e-05
0.8940826,3.42531036420088,-5.16538616854377e-05
0.8960827,3.42525340267751,-5.16933495528294e-05
0.8980829,3.42519641273532,-5.17398851235877e-05
0.900083,3.42513927843958,-5.17980286763613e-05
0.9020831,3.42508224778654,-5.18561722291349e-05
0.9040833,3.42502521713349,-5.19143157819085e-05
0.9060834,3.42496821738152,-5.19723556919856e-05
0.9080836,3.42491113394843,-5.20299810312764e-05
0.9100837,3.42485419430404,-5.20700907548475e-05
0.9120839,3.42479712011588,-5.21103041211151e-05
0.914084,3.42474007682879,-5.21504138446863e-05
0.9160841,3.42468310628333,-5.21906272109539e-05
0.9180843,3.42462603209517,-5.22308405772216e-05
0.9200844,3.42456901801459,-5.22531237569833e-05
0.9220846,3.42451191641812,-5.22729195120275e-05
0.9240847,3.42445494936542,-5.22926116243751e-05
0.9260849,3.42439795141164,-5.23124073794192e-05
0.928085,3.42434088071624,-5.23320994917668e-05
0.9300851,3.42423289791439,-5.25239421231108e-05
0.9320853,3.42403471045854,-5.28198420218072e-05
0.9340854,3.42383645026106,-5.31156382778071e-05
0.9360856,3.4236382628052,-5.34115381765035e-05
0.9380857,3.42344010625042,-5.37073344325034e-05
0.9400859,3.42324186007062,-5.42067885872558e-05
0.942086,3.42304361631605,-5.50548967732568e-05
0.9440861,3.42274204079301,-5.59030049592579e-05
0.9460863,3.42226890570608,-5.67512167879554e-05
0.9480864,3.42179569787752,-5.75993249739565e-05
0.9500866,3.42132255073695,-5.85306582453001e-05
0.9520867,3.42084941813744,-6.01085146578236e-05
0.9540869,3.42037625463687,-6.16864747130437e-05
0.956087,3.41990309113629,-6.32644347682637e-05
0.9580871,3.41931284228967,-6.48422911807872e-05
0.9600873,3.41853952953984,-6.64202512360072e-05
0.9620874,3.41776621584168,-6.84066671583946e-05
0.9640876,3.41699297399382,-7.04599326200671e-05
0.9660877,3.41621965940433,-7.25130944390431e-05
0.9680879,3.41544641755647,-7.45663599007157e-05
0.970088,3.41467307206591,-7.66196253623882e-05
0.9720881,3.41380843363676,-7.89001792576304e-05
0.9740883,3.41280847903351,-8.13262474988515e-05
0.9760884,3.41180862807295,-8.37523157400725e-05
0.9780886,3.41080867346969,-8.61783839812936e-05
0.9800887,3.40968932247999,-8.86044522225147e-05
0.9820889,3.40776897305041,-9.11784185917357e-05
0.984089,3.40584854020918,-9.40210268304562e-05
0.9860891,3.40390274580836,-9.68635314264802e-05
0.9880893,3.39957583319557,-9.97061396652008e-05
0.9900894,3.39153177527042,-0.000102548747903921
0.9920896,3.3705407025913,-0.000105391252499945
0.9940897,3.3450132761278,-0.000108801822715848
0.9960899,3.2999030033758,-0.000113156785182863
0.99809,3.18506977031795,-0.000117511851292573
